"";"chlopi-czesc-czwarta-lato";"chlopi-czesc-czwarta-zima";"chlopi-czesc-pierwsza-jesien";"chlopi-czesc-trzecia-wiosna";"Hobbit";"Jan_Pawel_II";"Jozef_Pilsudski";"Mikolaj_Kopernik";"Robert_Lewandowski";"Wiedzmin-01";"Wiedzmin-02";"Wiedzmin-03";"Wiedzmin-04";"Wladca_pierscien_Powrot_Krola";"Wladca_pierscieni_Druzyna_Pierscienia";"Wladca_pierscieni_Dwie_Wieze"
"biegnąć";0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0
"bieleć";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"bielić";0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1
"bierąc";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bierzmowanie";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"bies";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"bieży";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"bijatyka";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bila";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bilans";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bilba";0;0;0;0;3;0;0;0;0;0;0;0;0;0;15;0
"bilbo";0;0;0;0;14;0;0;0;0;0;0;0;0;0;19;0
"bild";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"billewiczów";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"biodro";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"biograf";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"biorąc";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"biret";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"birkenmajer";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"birkenmajera";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"biskup";0;0;1;0;0;11;0;17;0;0;0;0;0;0;0;0
"biskupi";0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"biskupstwo";0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0
"bitny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"bitwa";0;0;0;0;5;0;0;0;0;0;0;0;0;0;1;4
"bitym";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"biuro";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"bizantyjski";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"blacha";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"blade";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"blady";0;1;2;1;0;0;0;0;0;0;2;1;0;0;1;0
"blask";1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1
"blat";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"blathanna";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"blazen";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"blednąć";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"blednych";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"bledziuśkim";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bliŝej";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"bliski";0;0;0;1;0;2;0;1;0;0;0;4;2;1;0;1
"blizej";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"bliźni";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"bliźnię";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bliżej";0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
"bliższy";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1
"blok";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
"bloto";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"blyskala";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"blysnal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"blysnely";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"błaszczykowskim";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"błąd";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"błądzić";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"błąkać";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"błędny";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"błękit";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"błękitny";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"błogosławić";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"błogosławieństwo";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"błoniasty";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"błotny";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"błoto";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"błysk";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1
"błyskać";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"błyskając";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"błyskawica";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"błyskawiczny";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"błyskotka";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"błysnąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"błyszczeć";0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
"bobek";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bobolaków";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"bobrować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"boby";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bochenek";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"bocian";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"bociek";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"boczny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"boć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bodaj";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"bodajze";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"boffinowie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"bogactwo";0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0
"bogacz";1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
"bogate";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"bogaty";0;0;0;0;1;0;0;1;0;0;0;0;0;0;2;0
"bohater";0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
"boisko";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"boj";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2
"bojazliwy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"boją";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"bojowiec";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"bojowy";0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1
"bok";0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0
"boks";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bol";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"bolala";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"boleć";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"boleń";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bolesław";0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0
"bolesny";0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"bolonii";0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
"boloński";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"bolszewicki";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bom";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"bombur";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"bombura";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"bona";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bor";0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"bora";0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"borch";0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0
"borek";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"borgować";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"borowik";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"borsuk";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"borussia";0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"borussią";0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0
"borussię";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"borussii";0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
"borykać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"boryna";2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"borynami";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"borynianka";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"borynie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"borynowa";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"borynowe";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"borynowych";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"borynów";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"boski";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"bosy";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"botaniczny";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"boże";0;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0
"boży";2;0;0;2;0;4;0;0;0;0;0;0;0;0;0;0
"bóg";2;3;8;3;0;3;0;0;0;0;0;1;1;0;0;0
"bój";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ból";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"bracia";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"bracie";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"braciszek";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"brać";0;1;1;3;1;0;2;3;0;0;1;0;0;4;1;2
"brak";0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
"brakować";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"brakowało";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"brakuje";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"brala";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"bram";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"brama";0;0;0;0;11;1;0;0;0;1;0;0;0;0;2;14
"bramka";0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0
"bramkarz";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bramkowy";0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"brandy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"brandybuck";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"brandywiny";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"brat";0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0
"brata";0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;0
"bratanek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"bratek";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"bratem";0;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0
"brednia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"bredzić";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"bree";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
"brema";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"bremervoord";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"brewiarz";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"broda";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"brodem";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"brodzić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"brok";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"brokilon";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"brokilonie";0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
"brokilonu";0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
"brokilońskich";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"brokilońskie";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"broklionu";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"brona";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"bronia";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"broniąc";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"bronica";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"bronić";0;0;0;1;0;0;4;1;1;0;3;1;0;1;0;2
"bronisław";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bronisławem";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"broń";0;0;0;0;1;0;0;0;0;0;1;1;0;4;0;0
"broszura";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"browar";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"brożek";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"bróg";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"brudnorude";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"brudny";0;3;0;0;0;0;0;0;0;2;0;0;0;1;0;0
"brudy";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"brudzewa";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"brugge";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"brunatny";0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
"brutalny";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bruzda";0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;4
"brwi";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"brytyjski";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"brzask";0;3;0;1;0;0;0;0;0;0;0;0;2;0;0;0
"brzeg";0;1;0;0;1;0;1;0;0;1;0;0;3;1;0;2
"brzęknąć";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"brzmieć";0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1
"brzóz";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"brzózka";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"brzuch";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"brzucho";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"brzydki";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"brzytwa";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bsc";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"buchać";0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"buchnąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
"buckland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"bucklandu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"buczeć";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"buda";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"budowa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"budować";0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0
"budowla";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"budując";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"budynek";1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"budząc";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"budzić";0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0
"bujniejszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"bujny";1;0;0;2;1;0;0;0;0;0;0;0;1;0;1;1
"bulgotać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"bundeslidze";0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0
"bundesligi";0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0
"bunt";0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"burgos";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"burgrabia";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"buriatem";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"burknal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"burknąć";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"burmistrz";0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0
"bursztynowy";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"burza";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"burzyć";0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;2
"but";1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"buta";3;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0
"buteleczka";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"butelka";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"butterburów";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"buzdygan";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"byc";0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0
"bych";6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"być";0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1
"bydlątko";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"bydło";0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
"byl";0;0;0;0;0;0;0;0;0;10;0;0;13;0;0;0
"byla";0;0;0;0;0;0;0;0;0;6;0;0;5;0;0;0
"bylaby";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"byle";0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0
"bylica";1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"bylo";0;0;0;0;0;0;0;0;0;7;0;0;8;0;0;0
"byly";0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;0
"byłoby";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
"były";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bysio";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"bystry";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"byście";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"byśwa";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"byt";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"bytowy";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"bytujacych";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"bywać";0;0;0;0;0;0;0;2;0;0;0;0;0;1;2;1
"bywały";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"caiado";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"cal";0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0
"calanthe";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"calego";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"calej";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"calkiem";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
"calkowicie";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"całkiem";5;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"całkowity";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"całować";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"całunek";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"cały";8;10;4;12;7;3;1;1;3;0;2;1;0;10;8;7
"camp";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"canell";0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"canonicus";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"capituli";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"car";0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
"carat";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"carraigh";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"carski";0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
"cebula";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"cech";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"cecha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"cegielnia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"ceglany";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"cegła";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"cel";0;0;0;0;0;3;3;0;0;0;0;1;1;1;0;1
"cela";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"celibat";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"celniej";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"celny";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"celować";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"cena";0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0
"cenić";0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"cenny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"centralny";0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
"cepy";0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ceremonia";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"ceremoniał";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"cesarstwo";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"cesarz";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"cezarego";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"chać";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chała";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chałat";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"chałupa";11;12;1;9;0;0;0;0;0;0;0;0;0;0;0;0
"chaos";0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
"charakter";0;0;0;0;0;2;0;1;0;0;0;0;0;0;1;0
"charknal";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"charkowie";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"charkowski";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"chat";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chata";0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
"chcąc";1;0;0;0;1;0;0;1;2;0;0;0;0;1;0;0
"chcial";0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
"chcieć";1;3;4;0;9;2;1;3;1;1;4;3;0;10;1;7
"chciwość";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"chciwy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chełmiński";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"chełmnie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"chemiczny";0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
"chetnego";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chetnych";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"chęć";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"chętny";0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0
"chlasnąć";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chleb";0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0
"chlipać";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chliwie";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"chlod";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"chlubny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"chlustać";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"chłodno";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chłodny";0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0
"chłop";0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
"chłopa";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chłopak";0;4;5;2;0;0;0;0;0;0;0;0;0;1;0;0
"chłopca";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"chłopcem";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"chłopem";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chłopi";1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"chłopiec";0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0
"chłopów";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"chłopu";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"chłopy";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"chłód";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chmara";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"chmura";0;6;1;1;1;0;0;0;0;0;0;1;0;0;0;1
"chocby";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"chocia";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chociaŝ";0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
"chociaz";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"chociaż";3;0;1;1;0;0;1;0;0;0;0;0;0;3;2;0
"choćby";1;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0
"chodak";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"chodzić";3;0;7;0;0;0;0;0;0;2;2;3;0;3;1;6
"cholewa";0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
"chora";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"chorągiew";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
"choroba";0;0;0;0;0;1;1;3;0;1;0;0;0;0;0;0
"chorością";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chory";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
